golden_id,thread_id,customer_tweet_id,customer_created_at,full_context,customer_message,historical_brand_response,intent_label,expected_action,acceptable_resolution,label_notes
158,1350565,1350565,Mon Nov 06 21:29:00 +0000 2017,,and @AppleSupport why does my phone always autocorrect “i” to I️ ?????? #fixit,@434916 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
159,1342724,1342723,Fri Oct 27 17:26:00 +0000 2017,"customer: When your TouchID doesn’t work 90% of the time and it’s the only way to get into your banking app...@115858 iOS11 is terrible, fix it.
brand: @433157 Let's get this resolved. Which version of iOS 11 are we working with? You'll find that in Settings &gt; General &gt; About.",@AppleSupport IOS 11.0.3,@433157 Thanks so much. Take a look at the troubleshooting steps outlined here: https://t.co/xqiXha6yeB Let us know if it helps.,account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
160,2617034,2617036,Sun Nov 26 21:59:40 +0000 2017,"customer: So my friend lost all their contacts and pictures and everything on #iphone cos password forgotten and it's encrypted. What should they do? @AppleSupport.
brand: @739667 We’d be glad to help. Do you know if the contacts appear at https://t.co/coj9FJKJWV on a computer? They may be saved with another email account on their device.
customer: @AppleSupport It's the backup on the Mac which my friend is locked out of. It's encrypted. It's asking for password to restore from backup. Isn't that the same as the Apple ID password? All data is stored on Macbook locally.",@AppleSupport The encryption password is forgotten.,"@739667 Thanks for letting us know more details, if the backup has been encrypted there is no way to bypass or use the information in it without the original password. You can learn more here: https://t.co/s6tdVStcb2",how_to_settings,auto_handle,Give concise step-by-step instructions for the relevant Apple setting or feature.,Labeled as how_to_settings; expected action = auto_handle.
161,1447287,1447287,Thu Nov 02 14:43:39 +0000 2017,,Anyone else has the issue with their #iphone where “i” gets replaced with a question mark box? Can @115858 help a woman out 😭,@421741 Which device and version of iOS are you using? Check Settings &gt; General &gt; About and let us know in DM. https://t.co/GDrqU22YpT,device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
162,1393436,1393434,Sat Oct 28 14:53:07 +0000 2017,"customer: @AppleSupport my phone has been acting up. The Bluetooth, brightness, WiFi keeps turning on and off. And my music randomly turned on at nite
brand: @444069 We want to help. Which iOS version are you using? Could you give us a few more details about these issues?","@AppleSupport 11.0.3 and I have the 6S, it’s just very odd. All these things are in the control panel and they turn on or off by themselves",@444069 OK! Look here for info on using Wi-Fi &amp; Bluetooth in the Control Center: https://t.co/G7BHuQnDS6 DM us to work on the rest. https://t.co/GDrqU22YpT,software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
163,2082470,2082470,Tue Oct 10 18:41:17 +0000 2017,,Why does my battery on my iPhone 6 drain rapidly now since I did the latest update @AppleSupport ! Not happy that iphone is not reliable,@615875 We want you to be happy with your iPhone. Let's take a closer look into this together. DM us the exact iOS version you have. https://t.co/GDrqU22YpT,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
164,1775756,1775756,Tue Oct 10 22:19:45 +0000 2017,,@AppleSupport Do Not Disturb While Driving doesn’t recognize my car Bluetooth as a vehicle. Anything I can do to change that?,@533612 We'd like to help. Does your car and iPhone pair without issue? DM us details and we'll continue there. https://t.co/GDrqU22YpT,connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
165,889214,889214,Sat Nov 25 11:48:50 +0000 2017,,@AppleSupport Un proceso que debería ser automático tarda como mínimo 5 días hábiles. Sorprendido que un proceso así no sea automático y lo reciba en el mismo momento. La tecnología parece que no ha llegado a la atención al cliente. Tan importante debería ser la venta como la postventa,@331107 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Context-dependent response.
166,1557830,1557828,Tue Nov 21 14:50:02 +0000 2017,"customer: @AppleSupport @115858 you see those lil things in the top left?? That’s my successful WiFi along with my LTE for backup. Wtf is this bullshit? https://t.co/qYLseOrEuZ
brand: @481525 Hello. Thanks for reaching out. Have you tried restarting your phone to see if the issue persists?",@AppleSupport I hate you for that. But yea I have restarted my iPhone,@481525 We'd recommend trying the steps here: https://t.co/Ui1yTnOCUz let us know the results in DM. https://t.co/GDrqU22YpT,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
167,427850,427848,Tue Oct 10 13:37:05 +0000 2017,"customer: @AppleSupport hello, under Ios 11.0.2 do you know of the iPhone 5S and SE which sometimes do not ring or vibrate during the calls received ?
brand: @216746 If this is happening with your iPhone, we'd like to take a closer look. Does this happen with every call? Have you restarted?
customer: @AppleSupport Yes, we restarted the phones. And that does very often since the last update. We had never had this problem under IOS 10.x.",@AppleSupport this is done when the phone is idle.,"@216746 OK, thank you. Let's take a closer look together. DM us and we'll continue there. https://t.co/GDrqU22YpT",app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
168,1170317,1170318,Tue Nov 07 19:43:29 +0000 2017,"customer: @AppleSupport @124423 Any ideas on how to resolve this? Icon not showing since updates to iOS 11 / Watch OS 4 https://t.co/1Tbih8HZfL
brand: @395260 Please DM us and we'd be happy to provide more information on this. https://t.co/GDrqU22YpT",@AppleSupport @124423 New watch update this week yet this issue is still not resolved? Any updates on a fix?,@395260 Thanks for reaching out. Please DM us and let's continue there. https://t.co/GDrqU22YpT,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
169,1359171,1359171,Fri Oct 27 18:01:54 +0000 2017,,@AppleSupport how you gonna just not answer calls all day? Horrible service.,@436879 We’d love to help! Send us a DM so we can look into this for you: https://t.co/GDrqU22YpT,account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
170,2728152,2728151,Mon Nov 20 16:24:49 +0000 2017,"customer: @AppleSupport hi, my phone was stolen so I deleted the device from my Apple ID account after changing my password. It did backup on iCloud before it went missing, how long will this backup be stored securely for? Thanks.
brand: @209478 We hate to hear that your iPhone was stolen. That is a great question. The backup will be available for 180 days after you disable or stop using iCloud backup on that device. Here is a link that will tell you more: https://t.co/70mUf8SUdM https://t.co/GDrqU22YpT",@AppleSupport Thank you. That's great. Is there anyway to check that the back up is still there? As whoever took my phone gained access to my email acct and removed my device from find my iPhone before I could erase my device. Or will the backup be safe?,"@209478 That backup will be saved in iCloud for 180 days from the last time it was updated. To look for that backup, you can follow the instructions here: https://t.co/vU7gSUiOfd",how_to_settings,auto_handle,Give concise step-by-step instructions for the relevant Apple setting or feature.,Labeled as how_to_settings; expected action = auto_handle.
171,1628867,1628866,Sun Nov 05 21:22:55 +0000 2017,"customer: This “I️” dilemma is really starting to piss me off @AppleSupport fix this shit asap
brand: @498618 Check out this article for more details on that behavior, including how to address it: https://t.co/xXaXeeSRt9",@AppleSupport Thank you 😌,,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Conversational/insufficient context.
172,1991375,1991375,Fri Nov 03 02:23:03 +0000 2017,,@115858 hey that error with that “I” has to go. Please fix. Thank you! Long time customer 😎✊🏾,@209635 Let's meet up in DM to discuss what you're seeing in further detail. Here's a link so we can work together on this: https://t.co/GDrqU22YpT,device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
173,2518334,2518334,Wed Nov 15 23:15:13 +0000 2017,"brand: @625319 We know it's important to be able to make and receive calls to stay in touch with friends and family. We're happy to help. To start, check out these steps: https://t.co/U53YusKX3z DM us if the issue persists, and we'll go from there. https://t.co/GDrqU22YpT",@AppleSupport my iPhone 7 is messed up with the new iOS 11 upgrade you provided. Calls go to voicemail directly . Fix this ASAP 😡😡😡😡,,software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
174,637428,637424,Wed Nov 22 20:02:05 +0000 2017,"brand: @271139 We’re glad to hear it’s been resolved. Enjoy the rest of your day!
customer: @AppleSupport Thank you so much 😊
customer: @AppleSupport FYI, Update was successfully done ✅ Thank you for your support.🙏 https://t.co/jah9xH0dux
brand: @271139 Fantastic news! Let us know if we can help with anything else.",@AppleSupport Absolutely 👌,,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Very short response requiring thread context.
175,1847086,1847086,Thu Oct 19 19:27:26 +0000 2017,,"Dear @115858, before updating to iOS 11 I never ran out of battery on my iPhone, now after updating I run out of battery every other week.",@553225 We'll help you with your battery life. Please DM your iOS version. You can find that by going to Settings &gt; General &gt; About https://t.co/GDrqU22YpT,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
176,1762128,1762128,Tue Nov 07 19:14:35 +0000 2017,,@AppleSupport my phone is totally frozen. Won't respond to any touch. Can't locate the serial number to chat what do I do?,"@530207 You've come to the right place! Follow the steps under, ""If your screen is black or frozen"" https://t.co/8MvHMFZ83h",connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
177,1712479,1712479,Tue Nov 07 01:32:47 +0000 2017,,"Yo, @115858 what’s up with this update? Got my phone looking like it’s on android status!",@518698 What seems to be going on with your iPhone? We'd like to work with you.,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
178,208231,208245,Thu Oct 05 14:38:11 +0000 2017,"brand: @276114 We'd like to see if we can help with this. To get started, DM us more information. We'll meet you there. https://t.co/GDrqU22YpT
customer: @AppleSupport When i open my WhatsApp directly then my phone 📞 show a black screen
customer: @AppleSupport Kindly do is as soon as possible My mail id is- __email__ https://t.co/a37HK15CYL
brand: @276727 We'd love to look into this with you. What device are you currently using with Outlook?",@AppleSupport I need your help,@280651 There may be a few options to help speed up recovery time. Check them out here: https://t.co/SnE0Z3ADUS,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Context-dependent acknowledgement.
179,2641758,2641757,Tue Oct 31 01:23:26 +0000 2017,"customer: My I️ are coming out as characters. Wtf @AppleSupport
brand: @745492 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.",@AppleSupport iOS 11.03,@745492 Thank you. We'd like to look into this further. Which device model are you using? Send us a DM. https://t.co/GDrqU22YpT,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
180,2284459,2284459,Sat Nov 11 05:46:56 +0000 2017,,"Can’t wait to get an Android. Watching my iPhone battery life vanish by a percentage point every 15-30 seconds. Background refresh turned off. Data for almost all apps turned off. Great work, @115858. Nice “I” glitch, too, geniuses.",@663858 We’re here to help. We’ve released a new update to resolve the keyboard issue: https://t.co/80YRnjDFDk Let us know in DM more about the battery life change in hours and we’ll continue there. https://t.co/GDrqU22YpT,account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
181,2041496,2041495,Wed Nov 08 11:28:24 +0000 2017,"customer: @115858 why did the update totally screw my phone up it barely works i’m sad
brand: @603625 We'd like some details to help out. Let us know exactly what's happening with your iPhone in a DM and we'll continue. https://t.co/GDrqU22YpT",@AppleSupport dm sent,,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Insufficient context.
182,1492183,1492181,Sun Nov 05 02:52:20 +0000 2017,"customer: Hi @115858, my brand new iPhone burned me, but guess what, I’ll get help only after it explodes and I lose my fingers. Thanks :)
brand: @439836 Definitely not what we want you to experience. Please DM us &amp; let us know all about it, including which iPhone model you're using. https://t.co/GDrqU22YpT
customer: @AppleSupport I’ve done it already. I’ve called, talked through online chat, contacted senior advisors and no one really cared about my problem.",@AppleSupport It’s a safety concern and I need to be heard,,device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
183,1982884,1982884,Wed Nov 01 20:35:30 +0000 2017,,@AppleSupport It's an iPhone 6S plus 64 gb,@586932 Go ahead and send us a DM please. Let us know the country you're in and we can start looking into this. https://t.co/GDrqU22YpT,general_or_insufficient_context,auto_handle,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Short acknowledgement or conversational continuation.
184,2295687,2295685,Sun Nov 12 19:53:02 +0000 2017,"customer: Dear @AppleSupport I’m going to need this aeiou situation fixed... like yesterday... Past annoying now... This phone cost too much to have a glitch like that for this long....
brand: @666587 Hello Nicole, we'd love to help if we can. Can you clarify what you mean by ""aeiou situation""?",@AppleSupport mean the i turns to A ?,"@666587 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk",software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
185,663919,663919,Thu Nov 23 02:02:54 +0000 2017,,"I fixed the I thing once before, I’m not doing it again. Your move, @115858","@278224 Please be sure your device is updated to iOS 11.1.2. If you need to update, be sure to back up first using these steps: https://t.co/4f8hwT5to6 If the issue is persisting, you can shoot us a DM. From there we can look into things more with you. https://t.co/GDrqU22YpT",battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
186,2345933,2345933,Mon Nov 13 15:11:13 +0000 2017,,"High Sierra 😩😩😩. I'm trynna get work done, @AppleSupport Why is this OS taking all daybto install?",@678348 We’d like to see how we can help. Can you DM us some more details about the issue you're having? https://t.co/GDrqU22YpT,connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
187,1683398,1683397,Tue Nov 07 00:25:08 +0000 2017,"customer: @applesupport How does my phone battery decrease by up to 40% overnight when not in use with the new update!?!#iOS11
brand: @511674 Battery life is important. We’d like to help. Are you using iOS 11.1?",@AppleSupport Yes I am.,@511674 We want to do everything we can to help get things working smoothly again. DM us and we can go from there. https://t.co/GDrqU22YpT,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
188,1978353,1978351,Tue Oct 31 18:40:27 +0000 2017,"customer: Loved my AirPods - but after 2 weeks the left one gave up. No sign of life - even after a reset. 😣 @AppleSupport #fail
brand: @585774 Let's work on it together. Here are some more steps to try. Let us know what you find out: https://t.co/Iwje3m9ngK","@AppleSupport Dear @AppleSupport if a real person reads this, he/she would understand from my previous tweet, that I already tried the steps. #nohelp",@585774 Thanks for letting us know you’ve tried those steps already. Let’s look into further options for you in DM: https://t.co/GDrqU22YpT,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
189,2013606,2013605,Sun Nov 05 16:47:52 +0000 2017,"customer: @115858 sick &amp; tired of this glitch since i️ updated my phone.... 😑 https://t.co/3TutZ3t1Da
brand: @595404 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 and DM us if you still need help. https://t.co/GDrqU22YpT",@AppleSupport @595404 Mine still messes up. So when are they gonna do an update to fix this???,@579834 Let’s work together on this behavior. Could you let us know more details via a DM? We’ll keep moving from there. https://t.co/GDrqU22YpT,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
190,395639,395639,Mon Oct 09 16:40:18 +0000 2017,,Meu iPhone está baixando 2% de bateira a cada um minuto usado! PQP @115858 @AppleSupport,"@209637 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
191,1233621,1233621,Wed Oct 25 17:26:28 +0000 2017,,"@AppleSupport It only seems to occur when I’m actually typing out the words, using voice to text produces the correct capitalization","@409338 Let's get this working correctly. First, try Settings &gt; General &gt; Reset &gt; Reset Keyboard Dictionary. Then restart and test again.",device_troubleshooting,auto_handle,"Identify the device and symptoms, then provide appropriate troubleshooting steps or move to private support when device-specific investigation is required.",Labeled as device_troubleshooting; expected action = auto_handle.
192,2013934,2013934,Sun Nov 05 16:10:44 +0000 2017,,Why does my “I” keep auto correcting to an A in a box and a question mark??? Wtf @115858,@515542 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,software_update,auto_handle,"Identify the affected OS/version and provide the relevant update, workaround, or rollback guidance supported by Apple's historical responses.",Labeled as software_update; expected action = auto_handle.
193,2749370,2749369,Mon Nov 20 23:51:33 +0000 2017,"customer: Looks like the .@115858 High Sierra update deleted all of my files (but none of the apps) or did something weird to the file paths. At any rate, my laptop can't find/open any of my docs!
brand: @769787 Let's work together to sort this out. Which model Mac are you using? Have you tried to locate your files using Finder, or are you looking within an app?",@AppleSupport On the phone with a tech now - but this is a super troubling bug.,,battery_power,auto_handle,"Clarify device, iOS version, charging behavior, and battery symptoms, then provide battery-health or charging guidance supported by historical responses.",Labeled as battery_power; expected action = auto_handle.
194,2077901,2077901,Mon Oct 09 10:16:17 +0000 2017,,@115858 Who do you complain to when you are getting appalling service from an Apple Store?,"@614548 We'd like to look into this for you. Please send us a DM with details, we'll meet you there to learn more. https://t.co/GDrqU22YpT",connectivity,auto_handle,"Identify the connection type and relevant device/settings, then provide troubleshooting or direct the customer to private support when deeper investigation is needed.",Labeled as connectivity; expected action = auto_handle.
195,1214548,1214548,Wed Oct 25 16:20:25 +0000 2017,,@115858 My #iphonecase broken 😣 not even a year and it has snapped on the border. Any idea about the warranty of this product @AppleSupport?😉 https://t.co/Yq1Clmat1N,@146825 We're sorry to hear that. Can you tell us in DM where the item was purchased? https://t.co/GDrqU22YpT,apple_music_media,auto_handle,"Identify the affected media feature and provide the relevant playback, library, sync, or media troubleshooting steps.",Labeled as apple_music_media; expected action = auto_handle.
196,1606683,1606683,Sat Nov 04 23:06:20 +0000 2017,,Twitter is smart... now can someone tell me why this happens when I️ try to type the letter “I️” @AppleSupport https://t.co/rA0QrHusrs,@175374 Let's look here together for the resolution: https://t.co/xU1AGHStV6 DM if you still need help. https://t.co/GDrqU22YpT,app_service_issue,auto_handle,"Identify the affected app/service and symptoms, then provide relevant troubleshooting or route to the appropriate service/support team.",Labeled as app_service_issue; expected action = auto_handle.
197,2130278,2130280,Wed Nov 08 20:18:16 +0000 2017,"customer: @AppleSupport why my music stop when I open an app 🤦🏽‍♂️ my ass paying $10 and I can’t even listen to music without it stopping
brand: @627016 Thanks for reaching out to us. We would love to help you. Can you please tell us when did you first encounter the issue?
customer: @AppleSupport Just started happening randomly , could’ve been the update
brand: @627016 Can you please tell us which version of iOS you are currently running?",@AppleSupport 11.1,,purchase_store_refund,escalate,"Provide the appropriate store, sales, warranty, receipt, or refund path, escalating when transaction-specific investigation is required.",Labeled as purchase_store_refund; expected action = escalate.
198,1219423,1219423,Mon Oct 16 00:06:55 +0000 2017,,queria saber pra onde vai as fotos que eu salvo no wpp 🤷🏻‍♀️ @AppleSupport,"@406099 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",account_security,escalate,Avoid exposing or requesting sensitive credentials publicly; provide safe account/security guidance and escalate for account-specific investigation when necessary.,Labeled as account_security; expected action = escalate.
199,2360323,2360323,Mon Nov 13 20:14:07 +0000 2017,,@AppleSupport I need your help,"@681634 We are here to help! Send us a DM, and let us know which country you're located in so we can look into options for you. https://t.co/GDrqU22YpT",general_or_insufficient_context,escalate,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Insufficient information and unsafe to invent a resolution.
200,2519341,2519341,Thu Nov 16 00:15:46 +0000 2017,,@115858 @AppleSupport,@717627 We want to help. What issues are you experiencing with your iPhone?,general_or_insufficient_context,escalate,Request the missing details or acknowledge the customer without inventing a solution; escalate when the issue cannot be safely determined from available context.,Insufficient information and should be escalated rather than guessing.
